order_id,customer_id,product_category,price,quantity,discount,order_date,total_value
752,2296,Sports,33.59,5,0.29,2023-02-01 07:00:00,119.2445
753,7229,Clothing,27.14,3,0.26,2023-02-01 08:00:00,60.2508
754,8641,Beauty,106.43,4,0.25,2023-02-01 09:00:00,319.29
755,1125,Home,120.29,2,0.06,2023-02-01 10:00:00,226.1452
756,5632,Beauty,210.45,5,0.06,2023-02-01 11:00:00,989.1149999999999
757,7288,Clothing,111.35,1,0.24,2023-02-01 12:00:00,84.62599999999999
758,4596,Clothing,317.3,1,0.06,2023-02-01 13:00:00,298.262
759,7168,Electronics,109.57,5,0.15,2023-02-01 14:00:00,465.6724999999999
760,8561,Sports,98.0,4,0.07,2023-02-01 15:00:00,364.56
761,9258,Sports,238.26,5,0.11,2023-02-01 16:00:00,1060.257
762,1232,Beauty,444.89,1,0.26,2023-02-01 17:00:00,329.2186
763,7371,Home,236.81,2,0.27,2023-02-01 18:00:00,345.7426
764,5206,Home,209.86,4,0.3,2023-02-01 19:00:00,587.608
765,8943,Electronics,291.16,5,0.28,2023-02-01 20:00:00,1048.1760000000002
766,7891,Clothing,132.32,2,0.2,2023-02-01 21:00:00,211.712
767,7738,Electronics,179.95,5,0.13,2023-02-01 22:00:00,782.7825
768,3472,Sports,110.85,4,0.02,2023-02-01 23:00:00,434.532
769,3739,Books,288.05,1,0.18,2023-02-02 00:00:00,236.20100000000002
770,6401,Books,350.21,4,0.06,2023-02-02 01:00:00,1316.7895999999998
771,2761,Books,338.48,3,0.26,2023-02-02 02:00:00,751.4256
772,1876,Clothing,131.13,5,0.16,2023-02-02 03:00:00,550.746
773,4812,Electronics,390.93,2,0.22,2023-02-02 04:00:00,609.8508
774,2460,Beauty,131.7,2,0.2,2023-02-02 05:00:00,210.72
775,2733,Sports,79.4,4,0.1,2023-02-02 06:00:00,285.84000000000003
776,2605,Books,178.16,4,0.23,2023-02-02 07:00:00,548.7328
777,6622,Home,300.88,4,0.25,2023-02-02 08:00:00,902.64
778,7767,Electronics,75.29,2,0.22,2023-02-02 09:00:00,117.45240000000001
779,7986,Sports,325.8,1,0.23,2023-02-02 10:00:00,250.866
780,4517,Sports,432.22,2,0.11,2023-02-02 11:00:00,769.3516000000001
781,4735,Home,150.1,1,0.28,2023-02-02 12:00:00,108.07199999999999
782,9434,Home,227.85,4,0.13,2023-02-02 13:00:00,792.918
783,3590,Home,118.01,3,0.27,2023-02-02 14:00:00,258.44190000000003
784,2063,Books,183.82,2,0.26,2023-02-02 15:00:00,272.05359999999996
785,5324,Books,15.88,4,0.04,2023-02-02 16:00:00,60.9792
786,6342,Electronics,477.12,2,0.29,2023-02-02 17:00:00,677.5104
787,1005,Home,210.87,4,0.3,2023-02-02 18:00:00,590.4359999999999
788,8489,Beauty,395.49,2,0.18,2023-02-02 19:00:00,648.6036
789,9659,Sports,75.61,5,0.23,2023-02-02 20:00:00,291.0985
790,9195,Home,407.12,2,0.28,2023-02-02 21:00:00,586.2528
791,6966,Sports,430.77,5,0.01,2023-02-02 22:00:00,2132.3115
792,9837,Clothing,359.16,1,0.28,2023-02-02 23:00:00,258.59520000000003
793,1117,Clothing,452.09,2,0.19,2023-02-03 00:00:00,732.3858
794,3551,Home,87.76,1,0.25,2023-02-03 01:00:00,65.82000000000001
795,6560,Sports,240.86,3,0.16,2023-02-03 02:00:00,606.9672
796,5289,Clothing,311.95,5,0.16,2023-02-03 03:00:00,1310.19
797,1846,Home,300.12,2,0.27,2023-02-03 04:00:00,438.1752
798,7316,Sports,431.22,1,0.15,2023-02-03 05:00:00,366.53700000000003
799,7469,Home,111.77,4,0.14,2023-02-03 06:00:00,384.48879999999997
800,9915,Books,91.94,1,0.18,2023-02-03 07:00:00,75.3908
801,1224,Sports,130.42,2,0.16,2023-02-03 08:00:00,219.10559999999998
802,5208,Clothing,446.32,3,0.13,2023-02-03 09:00:00,1164.8952
803,7283,Home,470.81,5,0.05,2023-02-03 10:00:00,2236.3475
804,3048,Clothing,286.97,4,0.12,2023-02-03 11:00:00,1010.1344000000001
805,7233,Home,253.18,1,0.08,2023-02-03 12:00:00,232.9256
806,2828,Electronics,304.67,2,0.12,2023-02-03 13:00:00,536.2192
807,2917,Clothing,310.07,2,0.18,2023-02-03 14:00:00,508.51480000000004
808,5234,Clothing,89.3,5,0.18,2023-02-03 15:00:00,366.13000000000005
809,7988,Beauty,344.77,4,0.07,2023-02-03 16:00:00,1282.5443999999998
810,3026,Books,228.91,1,0.03,2023-02-03 17:00:00,222.0427
811,4744,Clothing,261.1,1,0.22,2023-02-03 18:00:00,203.65800000000002
812,1009,Sports,20.01,1,0.16,2023-02-03 19:00:00,16.808400000000002
813,1260,Home,383.46,5,0.13,2023-02-03 20:00:00,1668.051
814,7038,Electronics,418.54,5,0.04,2023-02-03 21:00:00,2008.9920000000002
815,3219,Sports,311.61,4,0.12,2023-02-03 22:00:00,1096.8672000000001
816,8041,Sports,375.62,1,0.25,2023-02-03 23:00:00,281.71500000000003
817,3060,Sports,263.74,1,0.17,2023-02-04 00:00:00,218.9042
818,6287,Sports,311.08,4,0.03,2023-02-04 01:00:00,1206.9904
819,2619,Electronics,200.31,4,0.1,2023-02-04 02:00:00,721.116
820,9512,Beauty,396.98,4,0.29,2023-02-04 03:00:00,1127.4232
821,2342,Books,236.79,2,0.16,2023-02-04 04:00:00,397.80719999999997
822,3832,Clothing,341.71,4,0.09,2023-02-04 05:00:00,1243.8244
823,3824,Sports,312.61,3,0.27,2023-02-04 06:00:00,684.6159
824,2994,Clothing,352.65,5,0.1,2023-02-04 07:00:00,1586.925
825,4490,Clothing,393.68,4,0.22,2023-02-04 08:00:00,1228.2816
826,8984,Sports,258.79,2,0.04,2023-02-04 09:00:00,496.8768
827,2604,Beauty,407.47,3,0.05,2023-02-04 10:00:00,1161.2895
828,1235,Clothing,251.14,2,0.17,2023-02-04 11:00:00,416.89239999999995
829,2908,Home,478.53,2,0.07,2023-02-04 12:00:00,890.0657999999999
830,9567,Clothing,377.57,2,0.01,2023-02-04 13:00:00,747.5885999999999
831,4530,Books,89.72,2,0.28,2023-02-04 14:00:00,129.1968
832,6256,Sports,415.64,1,0.02,2023-02-04 15:00:00,407.3272
833,3635,Electronics,278.04,5,0.22,2023-02-04 16:00:00,1084.356
834,9162,Clothing,492.31,1,0.1,2023-02-04 17:00:00,443.079
835,3560,Beauty,360.82,3,0.28,2023-02-04 18:00:00,779.3712
836,6415,Home,46.77,1,0.3,2023-02-04 19:00:00,32.739
837,4391,Home,200.51,3,0.1,2023-02-04 20:00:00,541.377
838,6951,Electronics,261.05,4,0.18,2023-02-04 21:00:00,856.2440000000001
839,6468,Books,420.31,3,0.23,2023-02-04 22:00:00,970.9161
840,9007,Electronics,366.03,1,0.04,2023-02-04 23:00:00,351.38879999999995
841,7413,Books,187.83,1,0.21,2023-02-05 00:00:00,148.3857
842,7941,Clothing,328.45,3,0.27,2023-02-05 01:00:00,719.3054999999999
843,5820,Sports,290.57,1,0.05,2023-02-05 02:00:00,276.0415
844,3898,Beauty,67.4,3,0.25,2023-02-05 03:00:00,151.65
845,8546,Home,121.26,2,0.03,2023-02-05 04:00:00,235.2444
846,1077,Electronics,173.86,5,0.17,2023-02-05 05:00:00,721.519
847,8577,Beauty,101.76,3,0.1,2023-02-05 06:00:00,274.752
848,5227,Books,79.32,2,0.14,2023-02-05 07:00:00,136.4304
849,1600,Sports,33.81,2,0.09,2023-02-05 08:00:00,61.534200000000006
850,2065,Home,437.19,2,0.08,2023-02-05 09:00:00,804.4296
851,3136,Home,148.03,2,0.22,2023-02-05 10:00:00,230.92680000000001
852,7943,Books,148.71,3,0.07,2023-02-05 11:00:00,414.9009
853,8804,Sports,107.08,1,0.12,2023-02-05 12:00:00,94.2304
854,7565,Home,240.32,2,0.08,2023-02-05 13:00:00,442.1888
855,6984,Sports,259.55,4,0.07,2023-02-05 14:00:00,965.526
856,6142,Home,108.1,2,0.19,2023-02-05 15:00:00,175.122
857,5670,Clothing,306.24,1,0.01,2023-02-05 16:00:00,303.1776
858,3190,Books,362.88,1,0.24,2023-02-05 17:00:00,275.7888
859,3712,Sports,190.05,5,0.16,2023-02-05 18:00:00,798.2099999999999
860,3192,Beauty,294.8,5,0.25,2023-02-05 19:00:00,1105.5
861,2248,Clothing,253.64,2,0.06,2023-02-05 20:00:00,476.84319999999997
862,5033,Beauty,101.8,2,0.21,2023-02-05 21:00:00,160.844
863,2997,Books,366.36,5,0.13,2023-02-05 22:00:00,1593.6660000000002
864,4687,Home,401.72,2,0.02,2023-02-05 23:00:00,787.3712
865,5018,Beauty,326.15,4,0.23,2023-02-06 00:00:00,1004.5419999999999
866,2970,Clothing,165.33,3,0.23,2023-02-06 01:00:00,381.9123
867,9389,Sports,463.76,5,0.08,2023-02-06 02:00:00,2133.2960000000003
868,6765,Electronics,230.4,5,0.27,2023-02-06 03:00:00,840.96
869,2202,Beauty,136.61,1,0.23,2023-02-06 04:00:00,105.18970000000002
870,9135,Electronics,207.08,2,0.09,2023-02-06 05:00:00,376.8856
871,6567,Books,347.58,5,0.07,2023-02-06 06:00:00,1616.2469999999998
872,8667,Beauty,423.74,5,0.13,2023-02-06 07:00:00,1843.2689999999998
873,6742,Beauty,181.5,4,0.09,2023-02-06 08:00:00,660.66
874,6788,Sports,120.15,2,0.07,2023-02-06 09:00:00,223.47899999999998
875,6408,Home,315.11,3,0.12,2023-02-06 10:00:00,831.8904
876,9669,Clothing,461.0,4,0.01,2023-02-06 11:00:00,1825.56
877,1922,Clothing,95.73,3,0.12,2023-02-06 12:00:00,252.7272
878,1419,Clothing,402.49,1,0.07,2023-02-06 13:00:00,374.3157
879,3204,Books,240.92,5,0.08,2023-02-06 14:00:00,1108.232
880,2120,Home,400.76,4,0.02,2023-02-06 15:00:00,1570.9792
881,1950,Electronics,255.24,3,0.18,2023-02-06 16:00:00,627.8904000000001
882,3336,Clothing,191.78,2,0.14,2023-02-06 17:00:00,329.8616
883,6373,Electronics,349.89,1,0.23,2023-02-06 18:00:00,269.4153
884,3243,Home,450.81,1,0.3,2023-02-06 19:00:00,315.567
885,3645,Books,163.52,5,0.04,2023-02-06 20:00:00,784.896
886,5612,Home,233.07,5,0.08,2023-02-06 21:00:00,1072.122
887,2865,Sports,118.55,3,0.2,2023-02-06 22:00:00,284.52
888,7028,Clothing,95.79,3,0.07,2023-02-06 23:00:00,267.2541
889,8326,Books,390.06,1,0.01,2023-02-07 00:00:00,386.1594
890,7371,Sports,104.33,3,0.03,2023-02-07 01:00:00,303.6003
891,7359,Clothing,397.69,5,0.13,2023-02-07 02:00:00,1729.9515000000001
892,8863,Home,217.46,1,0.13,2023-02-07 03:00:00,189.1902
893,4228,Home,497.55,1,0.29,2023-02-07 04:00:00,353.2605
894,4719,Beauty,102.68,2,0.14,2023-02-07 05:00:00,176.6096
895,3371,Beauty,51.02,2,0.2,2023-02-07 06:00:00,81.632
896,3891,Home,42.34,3,0.15,2023-02-07 07:00:00,107.96700000000001
897,4756,Home,418.53,3,0.08,2023-02-07 08:00:00,1155.1428
898,5225,Electronics,221.7,5,0.03,2023-02-07 09:00:00,1075.245
899,1094,Electronics,6.55,5,0.26,2023-02-07 10:00:00,24.235
900,3674,Sports,438.01,2,0.05,2023-02-07 11:00:00,832.2189999999999
901,7898,Beauty,439.08,1,0.03,2023-02-07 12:00:00,425.90759999999995
902,1793,Beauty,404.18,4,0.06,2023-02-07 13:00:00,1519.7168
903,3116,Home,127.92,4,0.0,2023-02-07 14:00:00,511.68
904,6779,Home,189.51,3,0.02,2023-02-07 15:00:00,557.1594
905,7166,Sports,373.74,4,0.19,2023-02-07 16:00:00,1210.9176000000002
906,1814,Books,247.23,4,0.07,2023-02-07 17:00:00,919.6955999999999
907,1345,Books,81.14,2,0.1,2023-02-07 18:00:00,146.052
908,9554,Books,125.19,1,0.25,2023-02-07 19:00:00,93.8925
909,3443,Beauty,486.43,5,0.23,2023-02-07 20:00:00,1872.7555000000002
910,8783,Electronics,79.75,2,0.15,2023-02-07 21:00:00,135.575
911,1984,Books,364.41,5,0.18,2023-02-07 22:00:00,1494.0810000000004
912,8790,Clothing,241.62,2,0.03,2023-02-07 23:00:00,468.7428
913,1827,Sports,375.56,2,0.23,2023-02-08 00:00:00,578.3624
914,4531,Books,332.25,4,0.15,2023-02-08 01:00:00,1129.6499999999999
915,8147,Clothing,222.39,5,0.17,2023-02-08 02:00:00,922.9184999999998
916,5451,Books,180.19,2,0.2,2023-02-08 03:00:00,288.30400000000003
917,4876,Electronics,378.41,4,0.15,2023-02-08 04:00:00,1286.594
918,6959,Electronics,164.95,3,0.16,2023-02-08 05:00:00,415.674
919,1126,Books,394.95,5,0.15,2023-02-08 06:00:00,1678.5375
920,4177,Clothing,341.52,2,0.15,2023-02-08 07:00:00,580.584
921,9795,Sports,290.95,3,0.23,2023-02-08 08:00:00,672.0944999999999
922,7024,Clothing,187.56,4,0.13,2023-02-08 09:00:00,652.7088
923,6109,Sports,106.52,2,0.0,2023-02-08 10:00:00,213.04
924,5146,Books,356.66,4,0.18,2023-02-08 11:00:00,1169.8448
925,8196,Sports,50.22,4,0.29,2023-02-08 12:00:00,142.6248
926,4368,Home,485.42,4,0.08,2023-02-08 13:00:00,1786.3456
927,4797,Beauty,489.48,5,0.24,2023-02-08 14:00:00,1860.0240000000001
928,2792,Beauty,69.46,3,0.14,2023-02-08 15:00:00,179.2068
929,6732,Electronics,56.45,3,0.19,2023-02-08 16:00:00,137.17350000000002
930,4476,Home,209.29,1,0.27,2023-02-08 17:00:00,152.7817
931,4417,Beauty,482.02,2,0.23,2023-02-08 18:00:00,742.3108
932,2645,Books,203.15,4,0.27,2023-02-08 19:00:00,593.198
933,4030,Sports,185.08,2,0.0,2023-02-08 20:00:00,370.16
934,3872,Sports,353.27,3,0.06,2023-02-08 21:00:00,996.2213999999999
935,4072,Clothing,93.47,3,0.13,2023-02-08 22:00:00,243.95669999999998
936,2854,Clothing,184.85,4,0.25,2023-02-08 23:00:00,554.55
937,5021,Sports,149.2,5,0.25,2023-02-09 00:00:00,559.5
938,5662,Books,302.76,4,0.06,2023-02-09 01:00:00,1138.3775999999998
939,7514,Sports,85.56,4,0.04,2023-02-09 02:00:00,328.5504
940,6031,Clothing,276.61,1,0.25,2023-02-09 03:00:00,207.4575
941,3708,Beauty,429.49,5,0.16,2023-02-09 04:00:00,1803.8579999999997
942,8112,Electronics,259.51,2,0.19,2023-02-09 05:00:00,420.4062
943,9393,Clothing,343.33,5,0.24,2023-02-09 06:00:00,1304.654
944,4507,Books,42.25,4,0.06,2023-02-09 07:00:00,158.85999999999999
945,7456,Beauty,227.26,4,0.04,2023-02-09 08:00:00,872.6783999999999
946,5212,Beauty,51.97,4,0.26,2023-02-09 09:00:00,153.8312
947,8970,Beauty,301.73,4,0.03,2023-02-09 10:00:00,1170.7124000000001
948,9766,Home,144.12,4,0.03,2023-02-09 11:00:00,559.1856
949,1536,Home,147.2,5,0.08,2023-02-09 12:00:00,677.12
950,2625,Beauty,43.0,4,0.1,2023-02-09 13:00:00,154.8
951,8973,Books,158.57,3,0.07,2023-02-09 14:00:00,442.41029999999995
952,9577,Sports,255.81,3,0.22,2023-02-09 15:00:00,598.5954
953,9070,Books,294.41,1,0.29,2023-02-09 16:00:00,209.0311
954,9666,Home,38.0,2,0.06,2023-02-09 17:00:00,71.44
955,9609,Clothing,327.47,3,0.23,2023-02-09 18:00:00,756.4557000000001
956,7490,Home,246.99,1,0.01,2023-02-09 19:00:00,244.5201
957,4600,Sports,270.77,5,0.04,2023-02-09 20:00:00,1299.696
958,7783,Electronics,417.23,2,0.15,2023-02-09 21:00:00,709.291
959,5971,Home,174.4,4,0.3,2023-02-09 22:00:00,488.32
960,2205,Books,91.16,4,0.28,2023-02-09 23:00:00,262.5408
961,2990,Books,278.15,5,0.03,2023-02-10 00:00:00,1349.0275
962,6299,Beauty,472.79,2,0.07,2023-02-10 01:00:00,879.3894
963,4572,Beauty,261.35,3,0.28,2023-02-10 02:00:00,564.5160000000001
964,6975,Beauty,416.8,2,0.05,2023-02-10 03:00:00,791.92
965,7320,Electronics,379.73,1,0.22,2023-02-10 04:00:00,296.18940000000003
966,5380,Sports,261.57,5,0.0,2023-02-10 05:00:00,1307.85
967,5757,Clothing,325.54,3,0.19,2023-02-10 06:00:00,791.0622000000002
968,3713,Books,206.31,2,0.15,2023-02-10 07:00:00,350.727
969,6588,Books,267.66,2,0.14,2023-02-10 08:00:00,460.37520000000006
970,1966,Sports,256.11,3,0.25,2023-02-10 09:00:00,576.2475000000001
971,5944,Electronics,356.01,1,0.02,2023-02-10 10:00:00,348.8898
972,4432,Beauty,207.94,1,0.11,2023-02-10 11:00:00,185.0666
973,1688,Sports,54.38,2,0.13,2023-02-10 12:00:00,94.6212
974,5243,Clothing,395.41,4,0.04,2023-02-10 13:00:00,1518.3744000000002
975,4701,Beauty,344.0,3,0.03,2023-02-10 14:00:00,1001.04
976,9533,Clothing,475.31,1,0.05,2023-02-10 15:00:00,451.54449999999997
977,6182,Home,217.21,1,0.07,2023-02-10 16:00:00,202.0053
978,7704,Clothing,43.71,1,0.29,2023-02-10 17:00:00,31.0341
979,5422,Beauty,65.2,5,0.14,2023-02-10 18:00:00,280.36
980,2759,Home,387.79,4,0.15,2023-02-10 19:00:00,1318.486
981,3482,Beauty,38.54,1,0.21,2023-02-10 20:00:00,30.4466
982,9058,Books,454.37,4,0.21,2023-02-10 21:00:00,1435.8092000000001
983,1951,Beauty,144.42,2,0.15,2023-02-10 22:00:00,245.51399999999998
984,9914,Home,449.95,2,0.1,2023-02-10 23:00:00,809.91
985,3079,Clothing,387.89,5,0.1,2023-02-11 00:00:00,1745.5049999999999
986,3717,Books,436.24,4,0.02,2023-02-11 01:00:00,1710.0608
987,5524,Electronics,110.95,3,0.27,2023-02-11 02:00:00,242.9805
988,9477,Electronics,299.87,5,0.23,2023-02-11 03:00:00,1154.4995
989,8311,Electronics,51.33,1,0.19,2023-02-11 04:00:00,41.5773
990,8186,Electronics,105.13,2,0.12,2023-02-11 05:00:00,185.0288
991,3065,Sports,158.4,2,0.17,2023-02-11 06:00:00,262.944
992,1768,Electronics,371.7,3,0.15,2023-02-11 07:00:00,947.8349999999999
993,6490,Home,17.23,5,0.08,2023-02-11 08:00:00,79.25800000000001
994,7645,Electronics,452.04,4,0.09,2023-02-11 09:00:00,1645.4256
995,6083,Beauty,40.05,2,0.26,2023-02-11 10:00:00,59.273999999999994
996,6232,Electronics,191.36,1,0.19,2023-02-11 11:00:00,155.00160000000002
997,6797,Clothing,45.14,3,0.0,2023-02-11 12:00:00,135.42000000000002
998,5926,Home,385.64,3,0.1,2023-02-11 13:00:00,1041.228
999,7016,Home,74.95,3,0.1,2023-02-11 14:00:00,202.36500000000004
1000,4335,Books,442.95,1,0.21,2023-02-11 15:00:00,349.9305
1001,9038,Sports,267.46,3,0.21,2023-02-11 16:00:00,633.8802
1002,5873,Beauty,474.49,4,0.14,2023-02-11 17:00:00,1632.2456
1003,2481,Home,148.73,4,0.29,2023-02-11 18:00:00,422.3931999999999
1004,7305,Clothing,229.89,5,0.26,2023-02-11 19:00:00,850.5929999999998
1005,4451,Electronics,348.65,5,0.26,2023-02-11 20:00:00,1290.0049999999999
1006,1054,Home,416.8,4,0.1,2023-02-11 21:00:00,1500.48
1007,8643,Clothing,213.57,1,0.13,2023-02-11 22:00:00,185.80589999999998
1008,4462,Electronics,446.75,5,0.13,2023-02-11 23:00:00,1943.3625
1009,1832,Sports,63.4,3,0.13,2023-02-12 00:00:00,165.474
1010,6954,Home,355.8,4,0.27,2023-02-12 01:00:00,1038.936
1011,9519,Home,177.36,2,0.07,2023-02-12 02:00:00,329.88960000000003
1012,8221,Clothing,55.16,1,0.24,2023-02-12 03:00:00,41.9216
1013,4310,Books,196.4,1,0.15,2023-02-12 04:00:00,166.94
1014,4300,Beauty,440.71,4,0.07,2023-02-12 05:00:00,1639.4411999999998
1015,7722,Sports,490.36,2,0.16,2023-02-12 06:00:00,823.8048
1016,8218,Beauty,199.44,1,0.06,2023-02-12 07:00:00,187.47359999999998
1017,8776,Home,443.78,5,0.03,2023-02-12 08:00:00,2152.3329999999996
1018,4675,Beauty,257.28,2,0.25,2023-02-12 09:00:00,385.91999999999996
1019,4054,Electronics,359.92,3,0.21,2023-02-12 10:00:00,853.0104
1020,8970,Sports,27.46,5,0.06,2023-02-12 11:00:00,129.062
1021,3143,Beauty,280.87,2,0.28,2023-02-12 12:00:00,404.45279999999997
1022,6207,Electronics,39.73,4,0.01,2023-02-12 13:00:00,157.33079999999998
1023,3538,Clothing,137.97,1,0.1,2023-02-12 14:00:00,124.173
1024,5547,Beauty,285.57,5,0.01,2023-02-12 15:00:00,1413.5714999999998
1025,6619,Sports,404.55,4,0.04,2023-02-12 16:00:00,1553.472
1026,9356,Electronics,282.64,2,0.05,2023-02-12 17:00:00,537.016
1027,7612,Beauty,468.41,3,0.24,2023-02-12 18:00:00,1067.9748
1028,6005,Clothing,406.11,1,0.3,2023-02-12 19:00:00,284.277
1029,1822,Beauty,82.34,1,0.26,2023-02-12 20:00:00,60.9316
1030,1943,Electronics,197.53,5,0.19,2023-02-12 21:00:00,799.9965000000001
1031,7150,Beauty,335.9,4,0.22,2023-02-12 22:00:00,1048.008
1032,5425,Sports,469.51,2,0.16,2023-02-12 23:00:00,788.7768
1033,9966,Home,493.92,2,0.13,2023-02-13 00:00:00,859.4208
1034,3198,Electronics,382.78,4,0.21,2023-02-13 01:00:00,1209.5847999999999
1035,5242,Electronics,289.02,1,0.29,2023-02-13 02:00:00,205.2042
1036,4695,Electronics,379.52,4,0.01,2023-02-13 03:00:00,1502.8991999999998
1037,4452,Electronics,140.25,2,0.09,2023-02-13 04:00:00,255.255
1038,2308,Beauty,145.38,4,0.1,2023-02-13 05:00:00,523.368
1039,5177,Sports,328.9,1,0.12,2023-02-13 06:00:00,289.43199999999996
1040,9705,Clothing,436.56,5,0.19,2023-02-13 07:00:00,1768.0680000000002
1041,7852,Sports,485.06,1,0.15,2023-02-13 08:00:00,412.301
1042,7035,Electronics,173.96,3,0.01,2023-02-13 09:00:00,516.6612
1043,4594,Books,399.29,3,0.12,2023-02-13 10:00:00,1054.1256
1044,5841,Beauty,426.51,4,0.19,2023-02-13 11:00:00,1381.8924
1045,2409,Books,313.47,1,0.15,2023-02-13 12:00:00,266.4495
1046,5566,Beauty,177.06,1,0.26,2023-02-13 13:00:00,131.0244
1047,5491,Electronics,311.45,2,0.12,2023-02-13 14:00:00,548.1519999999999
1048,2555,Beauty,294.3,5,0.0,2023-02-13 15:00:00,1471.5
1049,1804,Electronics,305.23,1,0.09,2023-02-13 16:00:00,277.75930000000005
1050,2279,Sports,311.53,4,0.04,2023-02-13 17:00:00,1196.2751999999998
1051,8083,Home,424.29,2,0.08,2023-02-13 18:00:00,780.6936000000001
1052,6986,Beauty,89.19,2,0.11,2023-02-13 19:00:00,158.7582
1053,6619,Electronics,186.81,4,0.2,2023-02-13 20:00:00,597.792
1054,2387,Books,295.07,4,0.1,2023-02-13 21:00:00,1062.252
1055,3679,Electronics,145.25,1,0.27,2023-02-13 22:00:00,106.0325
1056,3106,Books,489.19,1,0.09,2023-02-13 23:00:00,445.16290000000004
1057,9173,Beauty,135.26,2,0.04,2023-02-14 00:00:00,259.69919999999996
1058,5223,Clothing,237.47,2,0.05,2023-02-14 01:00:00,451.193
1059,5831,Books,439.3,5,0.28,2023-02-14 02:00:00,1581.48
1060,3768,Electronics,44.63,2,0.14,2023-02-14 03:00:00,76.7636
1061,4186,Beauty,411.24,4,0.12,2023-02-14 04:00:00,1447.5648
1062,3573,Electronics,287.65,4,0.02,2023-02-14 05:00:00,1127.588
1063,3599,Clothing,20.74,5,0.22,2023-02-14 06:00:00,80.886
1064,5033,Home,451.94,3,0.21,2023-02-14 07:00:00,1071.0978
1065,9428,Clothing,24.4,3,0.11,2023-02-14 08:00:00,65.148
1066,2304,Sports,260.03,4,0.21,2023-02-14 09:00:00,821.6948
1067,8368,Beauty,29.27,3,0.11,2023-02-14 10:00:00,78.15090000000001
1068,6877,Clothing,40.24,3,0.02,2023-02-14 11:00:00,118.3056
1069,2301,Home,444.17,5,0.22,2023-02-14 12:00:00,1732.263
1070,3541,Electronics,384.08,2,0.29,2023-02-14 13:00:00,545.3936
1071,3051,Beauty,102.49,2,0.19,2023-02-14 14:00:00,166.0338
1072,7809,Books,312.13,3,0.08,2023-02-14 15:00:00,861.4788
1073,9633,Clothing,398.37,1,0.08,2023-02-14 16:00:00,366.5004
1074,9996,Home,445.35,5,0.28,2023-02-14 17:00:00,1603.26
1075,1074,Clothing,236.81,3,0.09,2023-02-14 18:00:00,646.4913
1076,7981,Sports,449.26,1,0.23,2023-02-14 19:00:00,345.9302
1077,6475,Beauty,256.39,1,0.19,2023-02-14 20:00:00,207.6759
1078,9232,Electronics,345.67,5,0.18,2023-02-14 21:00:00,1417.2470000000003
1079,8184,Home,489.62,2,0.05,2023-02-14 22:00:00,930.278
1080,6796,Clothing,121.8,4,0.01,2023-02-14 23:00:00,482.328
1081,8141,Beauty,88.42,1,0.15,2023-02-15 00:00:00,75.157
1082,2622,Clothing,174.3,4,0.3,2023-02-15 01:00:00,488.04
1083,9041,Beauty,86.38,4,0.06,2023-02-15 02:00:00,324.7888
1084,1341,Sports,145.66,5,0.16,2023-02-15 03:00:00,611.7719999999999
1085,3074,Clothing,372.78,2,0.2,2023-02-15 04:00:00,596.448
1086,8992,Sports,241.37,5,0.15,2023-02-15 05:00:00,1025.8225
1087,1645,Books,190.65,1,0.15,2023-02-15 06:00:00,162.0525
1088,5263,Books,187.52,2,0.2,2023-02-15 07:00:00,300.03200000000004
1089,9801,Home,101.29,3,0.24,2023-02-15 08:00:00,230.9412
1090,7136,Sports,226.47,2,0.1,2023-02-15 09:00:00,407.646
1091,9646,Beauty,314.19,5,0.27,2023-02-15 10:00:00,1146.7935
1092,3969,Home,73.88,5,0.15,2023-02-15 11:00:00,313.98999999999995
1093,4028,Clothing,486.54,4,0.2,2023-02-15 12:00:00,1556.928
1094,8643,Clothing,224.42,3,0.03,2023-02-15 13:00:00,653.0622
1095,3681,Beauty,474.24,2,0.15,2023-02-15 14:00:00,806.208
1096,4629,Electronics,71.66,3,0.0,2023-02-15 15:00:00,214.98
1097,5225,Electronics,384.77,4,0.12,2023-02-15 16:00:00,1354.3904
1098,4067,Clothing,310.73,3,0.02,2023-02-15 17:00:00,913.5462
1099,6941,Beauty,410.93,3,0.27,2023-02-15 18:00:00,899.9367
1100,2386,Electronics,302.34,2,0.2,2023-02-15 19:00:00,483.74399999999997
1101,3866,Sports,481.6,3,0.24,2023-02-15 20:00:00,1098.0480000000002
1102,5788,Clothing,315.33,4,0.14,2023-02-15 21:00:00,1084.7351999999998
1103,6490,Books,393.38,1,0.26,2023-02-15 22:00:00,291.1012
1104,5124,Sports,439.4,1,0.26,2023-02-15 23:00:00,325.156
1105,9340,Beauty,358.72,5,0.11,2023-02-16 00:00:00,1596.304
1106,4850,Books,264.5,1,0.11,2023-02-16 01:00:00,235.405
1107,6415,Sports,140.04,2,0.15,2023-02-16 02:00:00,238.06799999999998
1108,8679,Electronics,427.97,5,0.01,2023-02-16 03:00:00,2118.4515
1109,7819,Electronics,242.89,1,0.3,2023-02-16 04:00:00,170.02299999999997
1110,9378,Books,312.25,1,0.11,2023-02-16 05:00:00,277.90250000000003
1111,2333,Home,44.22,5,0.14,2023-02-16 06:00:00,190.146
1112,5150,Clothing,251.19,2,0.23,2023-02-16 07:00:00,386.8326
1113,7766,Books,350.59,5,0.09,2023-02-16 08:00:00,1595.1844999999998
